Name,Comment,Time,Likes,Reply Count,Supporter
chittem venkatareddy,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=1m34s"">1:34</a>, <a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=2m30s"">2:30</a>, <a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m32s"">4:32</a> SRK THE KING",2022-01-18T05:00:04Z,0,0,comment
Raj Sahu,Srk king of world cinema,2022-01-15T09:28:18Z,0,0,Sharukh Khan
SARAJ BISWAS,My favourite shahrukh khan,2022-01-14T12:38:13Z,0,0,Sharukh Khan
Kaif Sayyed,Bhaijaan is best actor bollowood,2022-01-13T07:23:57Z,0,0,Salman Khan
Kaif Sayyed,Salman khan is best stardom oll time,2022-01-13T07:23:00Z,0,0,Salman Khan
Tushar Kamble,Manate shahrukh khan  globally jyada popular than compare salman but jo box office ke upar raaj karta jiski filmjab aati tab pure cinema hall khachkhach bar jaataa aur log jise apna hero kahte woh hain salman khan stardom to vaise bahut actors ke paas hain lekin jiska class alag jiska sikka box office par chalta vahi asli raaja hota only on bhaijaan salman khan,2022-01-12T18:17:33Z,1,0,
I love mera pyar pata nahi kaha ho i miss you my love salman sk,Salman khan,2022-01-12T16:31:45Z,0,0,Salman Khan
Aamir Khan,SRK is PR made Star 😂,2022-01-12T12:54:07Z,0,0,Sharukh Khan
roky,Only one Salman Khan golden heart ❤️❤️,2022-01-11T18:30:24Z,0,0,Salman Khan
Dilbar Razzak🇮🇳,Salman Bhai &gt;&gt;&gt;,2022-01-09T17:24:49Z,0,0,Salman Khan
Malik Talal,Legandary salman khan have no match...,2022-01-09T07:16:01Z,0,0,Salman Khan
Nitara,"That lady in white at <a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=2m23s"">2:23</a> is herself confused! 😂 First she says that &quot;SRK is an actor and after 2 sec she says that in Chak de Srk has done real acting mtlb Kkkk se bahar nikle hai, aisa humne bhut kam dekha hai!&quot; 😂😂",2022-01-08T23:33:28Z,0,1,comments
Rana Singh,SRK Fans 😘,2022-01-07T17:38:02Z,0,0,Sharukh Khan
Rana Singh,SRK Fans,2022-01-07T17:37:45Z,0,0,Sharukh Khan
Zibran Khan,SRK ❤️,2022-01-07T16:44:55Z,0,0,Salman Khan
Muzaffar Nadkar,Salman khan is real king of bollywood he is the lion king of world cinema bollywood yeah baby,2022-01-07T12:55:14Z,0,0,Salman Khan
Jagran Murmu,Salman khan 💪💪💪🔥🔥🔥,2022-01-07T08:53:50Z,1,0,Salman Khan
Kuldeep Nishad,Agar aapke pass choice hoga aap kisse milna chahte hai to sayad salman bhai ko hi sab chunenege kyuki bhai jab chalte hai lagta hai koi lion chal raha hai,2022-01-06T18:04:23Z,0,0,Salman Khan
6 Prince Choudhary,Salman only,2022-01-06T14:25:50Z,1,0,Salman Khan
Imran Ali,Saharukh khan king hai to salman khan tiger hai,2022-01-06T14:08:03Z,0,0,Salman Khan
Khabar Mania,Salman khan,2022-01-06T10:12:00Z,0,0,Salman Khan
shayal Ghising,Love You Salman From Nepal ❤,2022-01-06T06:19:32Z,0,0,Salman Khan
tiger abhi zinda hai,Salman Khan King of Bollywood,2022-01-05T04:17:57Z,0,0,Salman Khan
Rajeev,SRK srk,2022-01-04T19:10:43Z,0,0,Sharukh Khan
Rajeev,SRK is greatest actor in the world,2022-01-04T19:05:46Z,0,0,Sharukh Khan
ok,King yarr,2022-01-04T03:15:07Z,0,0,Sharukh Khan
Sudipta Ghosh ãbçd,SRK&#39;s laughing is better than salman khan&#39;s whole acting career,2022-01-03T14:40:06Z,1,0,Sharukh Khan
SHUBH Hemsworth,We love srk ❤️,2022-01-02T16:09:26Z,0,0,Sharukh Khan
Dhanaji lendve,Sallu Bhai ❤️,2022-01-02T13:14:55Z,0,0,Salman Khan
Pulsar Lover,Salman khan always best ❤️ love from bangladesh,2022-01-02T11:13:35Z,0,0,Salman Khan
Manish Chandora,SALMAN BHAI KE FAN SALMAN BHAI SE MOTIVATE NHI HOTE //// SRK KE FAN UNPE 500 PAGES KI EK BOOK LIKH SAKTE HAI OR BOHOT MOTIVATIONAL BHI HAI,2022-01-02T10:24:41Z,0,0,Salman Khan
tushar thakur,Salman has more fans in india but globally srk rules !,2022-01-02T04:11:49Z,0,0,Salman Khan
Arshad Khan,Slman best gulobal istar us ke har jgah us ke fehn hai uk ho ya Asteliya ho cahe igilaynd ho cahe dubai ho us hr jagh se pyar milta hai,2021-12-30T22:43:38Z,0,0,Sharukh Khan
Ilyaz Shekh,Srk🔥🔥🔥🔥🔥🔥🔥🔥🔥,2021-12-30T07:58:10Z,0,0,Sharukh Khan
satish bansode,Only one the king of Bollywood srk,2021-12-29T20:48:58Z,0,0,Sharukh Khan
Imam Mahdi; Kalki Avatar@ Alra Tv,Always salman ❤❤❤❤your,2021-12-29T13:39:35Z,1,0,Salman Khan
Sk Nasim Uddin Sk Nasim Uddin,SRK 😎😎,2021-12-28T06:40:28Z,0,0,Sharukh Khan
Calm music channel,salman khan,2021-12-26T14:05:09Z,0,0,Salman Khan
Mohammed Balaj,Srk sir 😍,2021-12-26T00:36:46Z,0,0,Sharukh Khan
pavni Bisht cute,Salman khan is the best 🦁 🦁 😍 😍,2021-12-25T13:45:40Z,0,0,Salman Khan
Tiger Raj,On le on srk,2021-12-24T16:54:25Z,0,0,Sharukh Khan
Dilip Kumar,Ajay Ajay Ajay Ajay Ajay Ajay Ajay Ajay,2021-12-24T09:49:44Z,0,0,comments
Taqi sab,Mera heero srk love you srk😍😘😘,2021-12-23T20:25:36Z,0,0,Sharukh Khan
विजय माली 1234 परमार,𝕊𝕒𝕝𝕞𝕒𝕟,2021-12-23T04:30:32Z,0,0,comment
Ameersohail Mohd,Srk,2021-12-21T10:15:52Z,0,0,Sharukh Khan
WatchIT,Overacting ka King Srk,2021-12-20T23:00:25Z,0,0,Sharukh Khan
WatchIT,Salman,2021-12-20T22:59:55Z,0,0,Salman Khan
Salman khan fan club..,Salman khan bhaijan,2021-12-19T07:37:37Z,0,0,Salman Khan
ZR CREATIONS,srk ♥️,2021-12-17T17:38:49Z,1,0,Sharukh Khan
Bharat Kagi,SRK King of the world,2021-12-15T16:57:59Z,1,0,Sharukh Khan
Ayan Sayyed,Always salman bhai,2021-12-15T07:17:30Z,0,0,Salman Khan
REZAUZ ZAMAN MOLLAH,Salman Khan 🔥🔥,2021-12-14T18:12:21Z,0,0,Salman Khan
Mohd Shabahat Husain,Srk is best,2021-12-13T21:23:05Z,0,0,Sharukh Khan
Ebrahim Jan,Love you Salman,2021-12-13T07:34:12Z,0,0,Salman Khan
Ebrahim Jan,"Salman ,we are one ,mane,,is a bing homen",2021-12-13T07:33:41Z,0,0,Salman Khan
Md Armaan,Srk king Khan,2021-12-12T17:02:51Z,0,0,Salman Khan
Irshad Malik,Sallu bhai,2021-12-11T15:01:40Z,0,0,Salman Khan
Milan Tamang,Salman khan in india has no comparison. But globally srk is ahead.,2021-12-11T13:59:30Z,0,0,Salman Khan
Chetan Bhalerao,Srk is greatest acter in the world 🌍,2021-12-10T08:45:33Z,0,0,Sharukh Khan
Md jamshed Ali,Bhaijaan❤️❤️❤️❤️,2021-12-09T21:31:19Z,0,0,Salman Khan
Kabir Khan,Tiger salman khan ❣️,2021-12-07T06:17:52Z,0,0,Salman Khan
Kabir Khan,Dono but jada salman khan ❣️,2021-12-07T06:17:02Z,0,0,Salman Khan
"khursid,Rahaman","Only Salman always, handsome man",2021-12-05T13:55:38Z,0,0,Salman Khan
plinth to Aim (Gs),Srk is king,2021-12-05T08:47:23Z,3,0,Sharukh Khan
Hamza Sandhu,Salman Khan,2021-12-02T13:39:29Z,0,0,Salman Khan
Hamza Sandhu,Salman Khan,2021-12-02T13:39:23Z,0,0,Salman Khan
Hamza Sandhu,Salman Khan ❤️❤️,2021-12-02T13:39:17Z,0,0,Salman Khan
Mehtab Ahmad,Salman khan,2021-12-02T10:58:56Z,0,0,Salman Khan
ansari tabish,Srk❤.aur Isko explain krne ki Zaroort ni hai,2021-12-02T07:56:25Z,0,0,Sharukh Khan
sonu pawar,Srk,2021-11-30T14:58:43Z,0,0,Sharukh Khan
Khan Shahid,Salman bhai bollywood king😈💞🖤,2021-11-30T10:17:42Z,0,0,Salman Khan
GW MANE,Srk hai achcha,2021-11-30T09:30:04Z,1,0,Sharukh Khan
Gourav Jadhav,Both are talented and both have a huge Stardom and fan following.. so there should not be any comparison between both Superstar of Bollywood.. But personally I am a huge Fan of Salman Bhai..😎🤙🔥,2021-11-28T09:56:15Z,0,1,Salman Khan
Pradeep Saini,"East or west Salmaan is the best ...,",2021-11-27T18:04:58Z,0,0,Salman Khan
Rajesh Rajesh,Salman no1 is best,2021-11-27T13:24:32Z,0,0,Salman Khan
sk  Sahil,S R K 😘😘,2021-11-26T19:00:44Z,0,0,Sharukh Khan
Shrey Shankar,Srk and salman both r good...<br>But class and real acting fans like srk more... Salman bhai ab same hi expressions dete h har movie mein,2021-11-26T18:29:41Z,0,0,Sharukh Khan
Shrey Shankar,Srk and salman both r good...<br>But class and real acting fans like srk more... Salman bhai ab same hi expressions dete h har movie mein,2021-11-26T18:29:31Z,0,0,Sharukh Khan
Ahsan Muzammil,King khan number 1,2021-11-26T01:59:49Z,0,0,Sharukh Khan
Shahan Ahmad,SRK,2021-11-25T07:58:58Z,1,0,Sharukh Khan
Chetan Sinha,Khano me khano salman khan,2021-11-24T08:14:13Z,0,0,Salman Khan
Mdsuaib Malik,Salman Khan ke fan he like kare use fan Salman ♥ khan,2021-11-24T04:42:06Z,1,0,Salman Khan
Rakesh Hegade,Salman sir,2021-11-21T08:25:46Z,0,0,Salman Khan
Haritha N,Salman is salman💯,2021-11-21T05:44:00Z,0,0,Salman Khan
Muneeb Mushtaq,salman khan 🔥,2021-11-19T22:37:08Z,0,0,Salman Khan
jeevan,Salman bhai,2021-11-18T21:01:46Z,0,0,Salman Khan
Rahul gaming,Saluu,2021-11-18T07:54:17Z,1,0,Salman Khan
Epic Gamer,Only one salman khan,2021-11-17T17:53:33Z,1,0,Salman Khan
Mohammad Sakil,Salman khan ❤️,2021-11-15T16:17:57Z,0,0,Salman Khan
divyas sarkar,Salman,2021-11-14T14:21:58Z,0,0,Salman Khan
Rumi Rahman,aur real hero Bhaijaan,2021-11-14T04:33:29Z,0,0,Salman Khan
Kishor Sumra,srk,2021-11-09T16:29:58Z,0,0,Sharukh Khan
salman khan fan,Srk👑👑👑❤️,2021-11-08T17:06:26Z,2,0,Sharukh Khan
Shalin Raj,Sharukhkhan ka stardom bahut zada across the globe,2021-11-08T10:09:26Z,0,0,Sharukh Khan
Parmod Gadekar,SRK the king,2021-11-07T10:28:01Z,0,0,Sharukh Khan
shahid alim,Bete king ek hi h bollywood ki The SRK,2021-11-07T04:05:55Z,0,0,Sharukh Khan
shahrukh_khan_555,Srk always,2021-11-06T08:15:56Z,0,0,Sharukh Khan
imjajyaariyan💫,Salman is best 🔥🔥🔥,2021-11-06T01:11:32Z,1,0,Sharukh Khan
imjajyaariyan💫,Bhaijaan ♥️♥️,2021-11-06T01:11:15Z,0,0,Salman Khan
imjajyaariyan💫,Sallu🔥🔥,2021-11-06T01:11:05Z,0,0,Salman Khan
Kshitish kumar Nayak,Mass Or stardom ka bap Megastar Salman khan hi hey ❤❤,2021-11-05T08:00:56Z,0,0,Salman Khan
Kshitish kumar Nayak,Are  sabar karo guys<br>Salman bhai ka nam hi kafi hey Guys,2021-11-05T07:59:59Z,0,0,Salman Khan
SHAIKH Muzammil,"👑 The world biggest superstar  Only,,,{ king khan } ❤️",2021-11-04T09:07:11Z,0,0,Sharukh Khan
ʀx ʀᴏɴɴʏ,Srk intelijent actor,2021-11-02T08:06:32Z,0,0,Sharukh Khan
Gane Apani Pasand Ke,Salman khan local😜😜😜,2021-11-01T10:53:05Z,0,0,Salman Khan
BABY,Srk ki movie nhi chalti toh bhi srk bollywood ke king 👑 hi rhega❤🧡,2021-10-31T07:05:47Z,2,0,Salman Khan
Aliza Zafar,Only SRK,2021-10-30T17:59:36Z,0,0,Sharukh Khan
Mujammil m Shaikh,Salman khan ❤️❤️,2021-10-30T12:28:01Z,0,0,Salman Khan
silent gaming,Bhai salman khan 🔥🔥,2021-10-29T19:29:19Z,1,0,Salman Khan
Irfan Manjaliya,Salman bhai is the best.,2021-10-29T06:14:58Z,0,0,Salman Khan
Vipin Upadhyay,Srk is the last of actor,2021-10-25T12:52:34Z,1,0,Salman Khan
leo messi,Salman Khan,2021-10-25T12:48:37Z,0,0,Sharukh Khan
Atul Rawat,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m32s"">4:32</a> 😂😂😂 mera bhi",2021-10-24T05:13:48Z,1,0,comment
amazing shorts,Only srk,2021-10-23T10:35:22Z,0,0,Salman Khan
Alfaz_e_ziya,Only Bhaijan Salman Khan ❤️,2021-10-13T11:32:25Z,0,0,Salman Khan
Rohan Gamerz yt,Salman bhai op.... Bolte.....🔥🔥🤟🏻🤟🏻🤟🏻,2021-10-12T14:24:45Z,0,0,Salman Khan
Hammi Brohi,Salman Khan is best,2021-10-12T07:36:47Z,0,0,Salman Khan
Usa From,Salman Khan is king 👑 king of Khan king of Bollywood,2021-10-11T09:39:07Z,1,0,Salman Khan
Lacky Ali,Salman Khan he is biggest hero,2021-10-11T06:31:15Z,1,0,Salman Khan
fasil bhat,Salman Khan is the best,2021-10-09T19:15:15Z,0,0,Salman Khan
Thalapathy Leo !!,SALMAN KHAN ONLY!!!!!!!! 💥,2021-10-09T17:33:34Z,10,0,Salman Khan
Heena Ansari,salman thik h acha h but sharukh the best n the world.... sharukh bhut kaam krte h pr chupa kr krte h,2021-10-09T12:08:53Z,0,0,Sharukh Khan
Mohd Umar,Salman khan Bollywood ka papa,2021-10-07T19:40:30Z,0,0,Salman Khan
Mohd Umar,Salman khan ki bat alag ha yrrr,2021-10-07T19:39:44Z,0,0,Salman Khan
ᴛʜᴇ ʜᴜɴᴋ ɢᴀᴍᴇʀ,Srk❤❤❤,2021-10-04T07:01:11Z,0,0,Sharukh Khan
Gautam Chikate,Salman Khan star dum,2021-10-04T06:18:05Z,0,0,Salman Khan
md sabir hussain,Srk sab ka baap hai  sab Salman ka fan chutiya hai  Abe Google search kro chutiya log,2021-10-03T04:08:35Z,0,0,Sharukh Khan
MUDASSIR,I am die heart fan of srk but i dont hate anyone salman khan also good,2021-10-02T19:43:35Z,0,0,Sharukh Khan
MUDASSIR,Srk 🔥🔥🔥🔥,2021-10-02T19:23:23Z,0,0,Sharukh Khan
BOLLYWOOD NEWS,Srk..,2021-10-01T17:34:46Z,0,0,Sharukh Khan
Razz Das,SRk,2021-09-30T06:51:07Z,0,0,Sharukh Khan
Razz Das,Srk best hai,2021-09-30T06:49:25Z,0,0,Sharukh Khan
Junaid Ganie,SALMAN KHAN GAREEBON KI MADAT KRTAY HA,2021-09-27T16:28:11Z,1,0,Salman Khan
Suman Devi,Only salman sir❤🥰🥰🥰🥰,2021-09-27T08:30:11Z,1,0,Salman Khan
Suman Devi,Salman is really hero 🥰🥰🥰🥰🥰🥰❤❤❤❤❤❤❤❤❤,2021-09-27T08:28:14Z,2,0,Salman Khan
Suman Devi,Love you salman sir❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 I am big fan 🥰🥰🥰🥰🥰🥰🥰,2021-09-27T08:25:49Z,1,0,Salman Khan
SarDar Yaroo MehsuD,King Always King Khan SrK 👑❤,2021-09-27T05:16:34Z,0,0,Sharukh Khan
SarDar Yaroo MehsuD,King Always King Khan SrK 👑❤,2021-09-27T05:15:18Z,0,0,Sharukh Khan
Khemraj Naik,Salman,2021-09-27T03:26:58Z,0,0,Salman Khan
Sohail Khan,Salman khan sab ke abu hy unke jesa koi nhi,2021-09-23T20:24:15Z,0,0,Salman Khan
Firoj Khan,👍SRK👍,2021-09-22T17:30:56Z,1,0,Sharukh Khan
S a r k a r Gaming,Donoo ka sartdom  hai kyu k salman bhai sharukh khan ye donoo ache dost hai mujhe lagta hai doono dost bhai hai donoo,2021-09-21T06:01:58Z,0,0,comment
RIQX GAMING,Srk is king of Bollywood I like him because his best actor... <br>And uski hasi(smile)... Wooo😊,2021-09-20T19:23:29Z,1,0,Sharukh Khan
Anushka 😘,Srk always ❤️,2021-09-19T12:13:17Z,0,0,Sharukh Khan
zeeshan ahmad,Srk most lovely hero.... King of bollywood.,2021-09-19T07:43:54Z,0,0,Sharukh Khan
Zahak Bin imran,Salman Khan is a mafia leader and shahrukh khan is a gem Apne kaam se kaam aur dunia Bhar mein naam = srk,2021-09-16T18:40:49Z,0,0,Salman Khan
Sabrina Yasmin Roshni,Hey India we love shahrukh khan sir from German,2021-09-16T15:59:12Z,0,0,Sharukh Khan
Mom Mom,Ye chomu ke h log,2021-09-15T20:17:31Z,1,0,comment
Mom Mom,Srk is global star,2021-09-15T20:16:03Z,1,0,Sharukh Khan
Shahib Khan,SK INDIA ME HAI BUT SRK POORE WORLD FAMOUS HAI,2021-09-15T02:47:26Z,0,0,Sharukh Khan
Abhishek Chauhan,Nahi Salman Khan best world wide,2021-09-14T17:26:21Z,0,0,Salman Khan
Roshan trayzy,Srk king of actor,2021-09-14T13:18:45Z,0,0,Sharukh Khan
ARYAN SHARMA,king khan shahrukh khan,2021-09-13T15:12:58Z,0,0,Sharukh Khan
Mr RaZz,Arey bhai dono stardom apne aap rehenedo dono doneka jaga acha hai ♥️,2021-09-13T02:22:39Z,0,0,Sharukh Khan
Kabir Chaudhary,SRK Khan fan,2021-09-12T05:21:05Z,0,0,Sharukh Khan
Richa Soni,Obviously Salman Khan,2021-09-11T11:27:53Z,0,0,Salman Khan
Nuranə Abbasova,KİNG👑Shahrukh Khan♥️Scorpio man🦂,2021-09-10T07:26:04Z,0,0,Sharukh Khan
GAFFAR OFFICIAL71,Salman is local hero😁😂<br>Srk is international hero,2021-09-10T05:58:57Z,0,0,Salman Khan
Niums,"ye log pagal hai, ye log srk ke bare mein kuch nehi jante..",2021-09-09T09:08:46Z,0,0,Sharukh Khan
Taaha Rahman,But why does salman has the power of Bollywood??<br>He is the most power holder of bollywood even more than shah rukh.<br>I also have this question that why is salman so hyped...,2021-09-08T20:06:20Z,0,1,comment
Taaha Rahman,"<a href=""https://www.youtube.com/watch?v=EtuJyE7HauY&amp;t=4m32s"">4:32</a><br>🤣🤣🤣<br>Bhai y kya bol diya!!!",2021-09-08T20:03:05Z,0,0,comment
Babo Abbasi,Sallu bahi,2021-09-08T13:27:50Z,0,0,Salman Khan
Nida Adnan,Shahrukh khan,2021-09-08T10:53:14Z,0,0,Sharukh Khan
stylies gamer,Salman khan india mein star hey buy ark all over world,2021-09-07T08:16:42Z,1,0,Sharukh Khan
Mohit Baghel,Officially Srk<br>Bcz srk have more stardom compare than salman.<br>Salman is too good and have so humunity but have no much more international popularity like as srk.<br>Finally srk is far far better than salman in stardom,2021-09-06T15:20:09Z,0,0,Sharukh Khan
Anas javed,Srk🔥❤️,2021-09-06T09:31:48Z,0,0,Sharukh Khan
Ravi Kumar,East or west srk isbest😍❤❤❤🤗🤗,2021-09-05T10:43:35Z,0,0,Sharukh Khan
Imteyaz Ali,Obviously and ofcourse.....bad shah.... Srk,2021-09-05T08:08:57Z,0,0,Sharukh Khan
Noor zaman Armani,Love and my life srk🌷🌷🌷💘💘❤❤❤❤💖💖💖💪💪💪💪,2021-09-04T20:12:01Z,0,0,Sharukh Khan
Deepa Vaasu,"Definitely king khan . Love u srk to the power of unlimited no of times,  u the kohinoor of this world . This heart is yours which beats only bcoz of ur presence.  And HAPPY BIRTHDAY KING KHAN. <br>My SRK IS THE BEST IN THIS WHOLE UNIVERSE  .May God bless him with all the happiness and also to his family.",2021-09-04T17:39:53Z,15,0,Sharukh Khan
LAVLESH KUMAR,Gulabi shirt Vala banda sachha bola...I love srk stragal,2021-09-03T19:39:15Z,0,0,Sharukh Khan
Crazii Iggy channel,Salman Khan is best is an opinion but SRK is the best is the fact.,2021-09-03T14:52:59Z,0,0,Salman Khan
Sumit Kamble,Kon zayda bhetar hai,2021-09-03T14:22:03Z,0,0,comment
Hasee Khan,Salman Khan 🥰🥰🥰🥰,2021-09-02T18:17:13Z,0,0,Salman Khan
Mayank Atkari,Salman Khan stardom at next level,2021-09-02T08:56:00Z,0,0,Salman Khan
SarDar Yar Masood,World Feams Actor King Khan SrK 🔥❤️🔥,2021-08-31T15:37:13Z,0,0,Sharukh Khan
Romen,Abe lawde audiance..sark k konsa agle main hero lagta hai..,2021-08-30T09:37:32Z,0,0,Sharukh Khan
Romen,Mera lawra srk...only salman bhai,2021-08-30T09:36:15Z,0,0,comment
Akash Banik,SRK ke baare jaalo pehle.. Phir yeh charitable work leke Comment krna..,2021-08-29T04:35:20Z,0,0,Sharukh Khan
Akash Banik,"The face of charity in Bollywood is Salman Khan. Every person who is choosing &quot;Salman Khan&quot; have the reason that he does charity. Kindly for those who have a misconception SRK is by far the most charitable actor in India. He has Int. awards (Unesco, Crystal, Webit) for his charitable works. He believes in silent charities unlike other actors who keeps boasting on charitable works ( Salman , Akshay). I think we all know why Salman Khan started the being human foundation, just for getting public sympathy after his hit and run case, which has became an established brand now and also does deeds. So , That&#39;s just one of the many reasons why Shahrukh Khan is the undisputed King 👑",2021-08-29T04:13:37Z,20,2,Salman Khan
Rohit Bhonar,Salman bhai,2021-08-28T14:54:47Z,0,0,Salman Khan
Saqlain Hyder,Chutiya mat banao bahi..🤣🤣🤣🤣,2021-08-28T08:04:32Z,0,0,comment
DIVYANSHU Saini,Log hi bewakuf hai,2021-08-27T14:04:59Z,0,0,comment
Akram bajao,Salman Bollywood ka bap,2021-08-27T03:10:51Z,1,0,Salman Khan
Ashar Sherwani,Salman khan,2021-08-26T20:57:07Z,1,0,Salman Khan
Rinku Mishra Official,Only salman khan,2021-08-26T20:01:50Z,0,0,Salman Khan
King khan Shah rukh khan,Always SRK,2021-08-26T13:03:17Z,2,0,Sharukh Khan
shahzaib ahmed,Shahrukh khan is the king of bollywood ❤️🥰🥰🥰,2021-08-26T08:30:07Z,1,0,Sharukh Khan
crazy world,Srk is the best.,2021-08-24T08:25:56Z,1,0,Sharukh Khan
gautam mohanty,Mumbai means Salman Bhai and Sanju baba,2021-08-23T15:48:57Z,0,0,Sharukh Khan
Salman Ganaie,Salman Khan is best,2021-08-23T12:59:40Z,1,0,Salman Khan
Wel Education,Srk only,2021-08-23T07:21:09Z,1,0,Salman Khan
Wel Education,Srk,2021-08-23T07:21:02Z,1,0,Salman Khan
MOMINUR Sk,Sallu Bhai megastar 👍👍👍👍❤️❤️❤️👍 bollywood ka Baap 😘😘😘😘🙏🏼🙏🏼🙏🏼,2021-08-22T12:17:18Z,1,0,Salman Khan
Mosin Khan,Salman khan,2021-08-21T16:10:51Z,1,0,Salman Khan
Yehya Wani,Sharukh khan is king 👑👑<br>Salman bhai is also a huge Star<br>But Sharukh khan is a global icon 🔥🔥🔥,2021-08-20T10:31:18Z,0,0,Sharukh Khan
Ahmad khan,Salman Khan 🥰🥰,2021-08-20T03:17:13Z,0,0,Salman Khan
oooooooo,"SKR is very good and looks smart and acting king Bollywood,,💯💯💯👌👌👌👏👏👏👍👍👍",2021-08-20T02:39:49Z,2,0,Sharukh Khan
NON TECHNICAL GYAN,Salman is better in compare to sharukh khan,2021-08-19T15:42:19Z,0,0,Salman Khan
Salman Khan fan club,Baap of Bollywood salman khan,2021-08-19T09:33:42Z,0,0,Salman Khan
Pankaj Gupta,I am the fan both of Salman &amp; Srk ..but baat agar stardom ki h to definitely Shahrukh Khan ka stardom bahut zyada bada h salman se . Srk international star hai,2021-08-18T15:26:47Z,6,2,both
चाचा चूतड़ीलाल,SRk in worldwide ..Salman only in India,2021-08-18T15:21:15Z,1,0,Sharukh Khan
Arshad Warsi,Salman Khan is the kind of bollywood,2021-08-17T05:51:28Z,1,0,Salman Khan
Priyanka Dubey,Wo to dikh hi raha hai video me ki SRK ka STARDOM bada hai ya sk ki mere to sk favorite hai😍😍😍😍🥰🥰,2021-08-15T20:00:57Z,0,0,Sharukh Khan
badnam munda,Salman khan is mega star bhai compare mtt karo 😘 bhai sabse alg hai,2021-08-14T19:17:32Z,1,0,Salman Khan
Dark- Shadow,sk is a biggest star i dont think shahrukh knows the acting,2021-08-14T17:05:47Z,1,0,Sharukh Khan
TONY *STAR*,The reale king of bollywood salman bhai  <b>**sallu**</b>,2021-08-14T07:31:56Z,2,0,Salman Khan
mr encyclopaedia,"Srk is king of the world, his acting in darr is awesome . Coming to Salman Khan he is a big heart person compare to srk",2021-08-13T20:17:24Z,0,0,both
Sanjay Makwana,Srk ki tulna duniya me kisise nahi ho sakti  srk is King of world,2021-08-12T17:58:26Z,1,0,Ssha
Sai agarwal,Srk is king of world ❤️❤️❤️,2021-08-12T06:44:23Z,1,0,Sharukh Khan
Mohammed chand,Srk,2021-08-12T01:05:23Z,1,0,Sharukh Khan
Aman Gupta,Bhai ke samne koi nahi,2021-08-11T21:39:10Z,0,0,Salman Khan
